[0, 0;
 0.0099999998, 0;
 0.75888085, -0.040956497;
 1.5087214, -0.056425259;
 2.2585444, -0.072719395;
 3.0084982, -0.064399503;
 3.4331386, -0.062915973;
 3.7584839, -0.059785232;
 4.5070419, -0.10626645;
 4.9292469, -0.17857215;
 5.4293437, -0.17857215;
 5.5293632, -0.17857215;
 5.6293821, -0.17857215;
 5.7294011, -0.17857215;
 6.129478, -0.17857215;
 6.3295174, -0.17857215;
 6.5295553, -0.17857215;
 6.6295753, -0.17857215;
 6.9296336, -0.17857215;
 7.1296716, -0.17857215;
 7.32971, -0.17857215;
 7.5052524, -0.18519126;
 7.8298068, -0.17857215;
 7.9298267, -0.17857215;
 8.0298452, -0.17857215;
 8.4299221, -0.17857215;
 8.5299416, -0.17857215;
 8.9985151, -0.29631391;
 9.259738, -0.35571578;
 9.7461643, -0.35565174;
 10.496095, -0.34544185;
 11.244713, -0.39095038;
 11.994684, -0.39750507;
 12.576968, -0.38392821;
 12.744652, -0.4045023;
 13.494642, -0.40826327;
 14.244634, -0.41189557;
 14.992971, -0.46180278;
 15.742345, -0.43115312;
 15.912344, -0.42901248;
 16.492271, -0.44165722;
 17.240162, -0.49786863;
 17.987976, -0.5550974;
 18.735773, -0.49764806]
