[0, 0;
 0.0099999998, 0;
 0.75815797, -0.052532461;
 1.5032997, -0.13775958;
 1.8072962, -0.17857215;
 2.2491026, -0.21699369;
 2.9943318, -0.30145228;
 3.7402854, -0.37925476;
 4.0946813, -0.38087371;
 4.4863591, -0.45589498;
 4.8872471, -0.49409667;
 5.2324119, -0.53274047;
 5.4832301, -0.56618357;
 5.6823897, -0.58609897;
 5.7819695, -0.59605265;
 5.8815494, -0.60601169;
 6.0807095, -0.62592989;
 6.1802893, -0.63588625;
 6.7231312, -0.69643885;
 6.9769287, -0.71555072;
 7.1760888, -0.73546892;
 7.7054691, -0.78858858;
 7.9727292, -0.81513339;
 8.2118635, -0.87981331;
 8.9546576, -0.98352897;
 9.6934586, -1.1126528;
 10.440741, -1.1764479;
 11.186835, -1.2528888;
 11.931282, -1.3439918;
 12.676153, -1.4315504;
 13.277299, -1.4802014;
 13.42208, -1.5096104;
 14.166929, -1.5973595;
 14.911286, -1.6891878;
 15.653661, -1.795867;
 16.399549, -1.8742836;
 17.140512, -1.9903637;
 17.88728, -2.0599246;
 18.630573, -2.1599898;
 19.37537, -2.2481863;
 20.118237, -2.3513772;
 20.857674, -2.4768028;
 21.60078, -2.5782592;
 22.342691, -2.6881161;
 23.030519, -2.7471931;
 23.089287, -2.7595048;
 23.8347, -2.8423285;
 24.580782, -2.9188955;
 25.32589, -3.0044272;
 26.069855, -3.0993812;
 26.81382, -3.1943352;
 27.556786, -3.2968168;
 28.302853, -3.3735223;
 29.049046, -3.4489887;
 29.796543, -3.51021;
 30.27615, -3.5943394;
 30.541201, -3.5995667;
 31.286684, -3.6817491;
 31.387377, -3.6975923;
 32.020405, -3.8371618;
 32.764656, -3.9298446;
 33.491062, -4.1164908;
 34.237972, -4.1844888;
 34.981304, -4.2842641;
 35.724453, -4.3853941;
 36.469471, -4.471705;
 37.21286, -4.5710773;
 37.962288, -4.6004105;
 38.70752, -4.6848636;
 39.429447, -4.888135;
 40.172726, -4.9883218;
 40.922688, -4.9957361;
 41.670368, -5.054678;
 42.413158, -5.1584125;
 43.163158, -5.1582875;
 43.90731, -5.251761;
 44.651432, -5.3454885;
 45.357101, -5.5995197;
 46.105034, -5.6551914;
 46.848343, -5.755157;
 47.590771, -5.8614697;
 48.335209, -5.7702923;
 48.660847, -5.7589512;
 48.759563, -5.7754035;
 49.351856, -5.8741169;
 49.450569, -5.8905721;
 49.550026, -5.9014301;
 50.047932, -5.9512229;
 50.559589, -6.1070733;
 51.299229, -6.2313156;
 52.043812, -6.3212891;
 52.754959, -6.5595546;
 53.497814, -6.6628232;
 54.245068, -6.7269626;
 54.989334, -6.8195376;
 55.73151, -6.9275918;
 56.07114, -6.9285131;
 56.480686, -6.9627099;
 56.860447, -7.0619593;
 57.552185, -7.172637;
 57.749821, -7.2042584;
 58.143433, -7.2758522;
 58.240749, -7.2992115;
 58.921947, -7.4626985;
 59.156715, -7.5016332;
 59.797764, -7.6728911;
 59.896622, -7.6875939;
 60.294083, -7.7352915;
 60.69154, -7.7829862;
 61.088989, -7.8306808;
 61.287712, -7.8545251;
 61.486446, -7.8783727;
 61.785236, -7.9071054;
 61.884995, -7.9150834;
 61.984756, -7.9230642;
 62.364841, -8.0008421;
 62.782822, -7.9869118;
 62.982338, -8.0028734;
 63.577824, -8.07271;
 64.068481, -8.1708403;
 64.264755, -8.2100964;
 64.657288, -8.2886;
 65.147949, -8.3867359;
 65.344215, -8.4259863;
 65.442345, -8.4456158;
 65.638618, -8.484869;
 65.736755, -8.5044956;
 65.933022, -8.543746;
 66.324417, -8.6220293;
 66.52182, -8.6615086;
 66.718079, -8.7007618;
 66.914345, -8.740015;
 67.306892, -8.8185215;
 67.503151, -8.8577719;
 67.699409, -8.8970251;
 68.091957, -8.9755316;
 68.190086, -8.9951611]
