[0, 0;
 0.0099999998, 0;
 0.75931257, -0.032103371;
 0.95957035, -0.051689863;
 1.509155, -0.047473047;
 2.259136, -0.05281353;
 2.3981023, -0.071376428;
 3.0081394, -0.091465667;
 3.5770693, 0.10759282;
 3.6768825, 0.11557917;
 3.7766962, 0.12356278;
 3.9763227, 0.13953274;
 4.0761361, 0.14751908;
 4.2757626, 0.16348904;
 4.375576, 0.17147265;
 4.4754248, 0.17857072;
 4.5755572, 0.17857072;
 4.6756887, 0.17857072;
 4.8759537, 0.17857072;
 5.1763501, 0.17857072;
 5.2764826, 0.17857072;
 5.376615, 0.17857072;
 5.4767466, 0.17857072;
 5.576879, 0.17857072;
 5.677011, 0.17857072;
 5.777143, 0.17857072;
 5.8772755, 0.17857072;
 5.9774079, 0.17857072;
 6.0775399, 0.17857072;
 6.1776719, 0.17857072;
 6.4780688, 0.17857072;
 6.8785977, 0.17857072;
 6.9787297, 0.17857072;
 7.0788622, 0.17857072;
 7.1789947, 0.17857072;
 7.2791266, 0.17857072;
 7.3792591, 0.17857072;
 7.5795231, 0.17857072;
 7.6796556, 0.17857072;
 7.779788, 0.17857072;
 8.080184, 0.17857072;
 8.3805809, 0.17857072;
 8.7811098, 0.17857072;
 8.8812418, 0.17857072;
 9.5631104, 0.4909099;
 10.31185, 0.44743344;
 11.060409, 0.40096298;
 11.808484, 0.3472712;
 12.557107, 0.30184522;
 13.305998, 0.26106375;
 14.05355, 0.20051672;
 14.769726, -0.022176549;
 15.519083, -0.053231206;
 16.268848, -0.071999505;
 17.016035, -0.13690987;
 17.765038, -0.17557174;
 18.514511, -0.20364606;
 19.260109, -0.28478876;
 20.007853, -0.3429136;
 20.756115, -0.39394519;
 21.503075, -0.46140549;
 22.252323, -0.49497965;
 23.000097, -0.55271333;
 23.747734, -0.61221391;
 24.494961, -0.67664421;
 25.241035, -0.75328457;
 25.985733, -0.84230191;
 26.733746, -0.89687407;
 27.483067, -0.92878598;
 28.232365, -0.96123189;
 28.979439, -1.0274233;
 29.726444, -1.0943744;
 30.47558, -1.1303694;
 31.225573, -1.1337793;
 31.972218, -1.2046409;
 32.719883, -1.2637841;
 33.467083, -1.3285109;
 34.214851, -1.3863355;
 34.964615, -1.405183;
 35.711075, -1.4779817;
 36.457485, -1.5512769;
 37.205029, -1.4906412;
 37.950958, -1.5686911;
 38.402561, -1.5820156;
 38.696857, -1.6470259;
 39.445557, -1.6911908;
 40.192616, -1.75755;
 40.93856, -1.8354342;
 41.685059, -1.9078416;
 42.43079, -1.9877317;
 43.16246, -2.1525276;
 43.908806, -2.2264922;
 44.655258, -2.2993526;
 45.396091, -2.4162638;
 46.146088, -2.4142618;
 46.895058, -2.4535851;
 47.637852, -2.5573008;
 48.382607, -2.6458516;
 49.125355, -2.5418069;
 49.54567, -2.5707989;
 49.87088, -2.6236186;
 50.61657, -2.7039263;
 51.363426, -2.7725158;
 52.10881, -2.8555968;
 52.851677, -2.9587963;
 53.599709, -3.0131152;
 54.345043, -3.0966408;
 55.090309, -3.1807637;
 55.715137, -3.2358503;
 55.912884, -3.2674932;
 56.309078, -3.3237929;
 56.576187, -3.3829074;
 57.321762, -3.4642763;
 58.067738, -3.5418596;
 58.809986, -3.6493981;
 59.555691, -3.7295563;
 60.298332, -3.8343656;
 61.04417, -3.9132571;
 61.45993, -4.0020785;
 61.784809, -4.0313888;
 62.523636, -4.1603675;
 63.451279, -4.1995029;
 63.850819, -4.2277045;
 64.550003, -4.2770586;
 65.297821, -4.3342772;
 65.648392, -4.3590145;
 66.043175, -4.4176116;
 66.791817, -4.4627409;
 67.14389, -4.4930248;
 67.539452, -4.5222392;
 67.934891, -4.6195827;
 68.680313, -4.7023106;
 69.426376, -4.7790184;
 69.826172, -4.7930479;
 70.572578, -4.8663602]
