[0, 0;
 0.0099999998, 0;
 0.75988358, -0.013214045;
 1.5097065, -0.02951083;
 2.2594516, -0.049062293;
 2.9569223, 0.22668172;
 3.7056446, 0.18292312;
 4.4549713, 0.15114929;
 5.2045403, 0.12572083;
 5.9540482, 0.098564103;
 6.7023635, 0.048325244;
 7.4522219, 0.033749629;
 8.2016191, 0.0036879256;
 8.8476887, -0.027880704;
 8.951396, -0.014590083;
 9.7011786, -0.032636978;
 10.450531, -0.063790604;
 11.198936, -0.11268631;
 11.948807, -0.12659183;
 12.698616, -0.14352541;
 13.434641, -0.2876333;
 14.184453, -0.3044067;
 14.922112, -0.43990195;
 15.401731, -0.53571498;
 16.001751, -0.53571498;
 16.101755, -0.53571498;
 16.201757, -0.53571498;
 16.701775, -0.53571498;
 16.901781, -0.53571498;
 17.001785, -0.53571498;
 17.4018, -0.53571498;
 17.601805, -0.53571498;
 17.801811, -0.53571498;
 18.401833, -0.53571498;
 18.501835, -0.53571498;
 18.801846, -0.53571498;
 18.901848, -0.5357123;
 19.20186, -0.53571498;
 19.501869, -0.53571498;
 19.601871, -0.53571498;
 19.701876, -0.53571498;
 19.801878, -0.53571498;
 20.101891, -0.53571498;
 20.401899, -0.53571498;
 20.653843, -0.50873691;
 21.001921, -0.53571498;
 21.101923, -0.53571498;
 21.301929, -0.53571498;
 21.801947, -0.53571498;
 21.901951, -0.53571498;
 22.001953, -0.53571498;
 22.101955, -0.53571498;
 22.418776, -0.58495253;
 23.158642, -0.70782375;
 23.908575, -0.71786404;
 24.65855, -0.71167076;
 25.408495, -0.70253497;
 26.158461, -0.70968246;
 26.908031, -0.73502862;
 27.658005, -0.74140257;
 28.407579, -0.76665819;
 29.156778, -0.73201734;
 29.906752, -0.7383588;
 30.656666, -0.74966091;
 31.402267, -0.53571498;
 31.502272, -0.53571498;
 31.70228, -0.53571498;
 31.802282, -0.53571498;
 32.002285, -0.53571498;
 32.291142, -0.5318104;
 32.502304, -0.53571498;
 32.802315, -0.53571498;
 33.002319, -0.53571498;
 33.102325, -0.53571498;
 33.202332, -0.53571498;
 33.402336, -0.53571498;
 33.502338, -0.53571498;
 33.802349, -0.53571498;
 34.202362, -0.53571498;
 34.302368, -0.53571498;
 34.40237, -0.53571498;
 34.502373, -0.53571498;
 34.702377, -0.53571498;
 35.102394, -0.53571498;
 36.002422, -0.53571498;
 36.102428, -0.53571498;
 36.202431, -0.53571498;
 36.402435, -0.53571498]
