[0, 0;
 0.68129694, 0.33445537;
 1.4241556, 0.23120278;
 2.5795128, -0.11282039;
 2.6732161, -0.077422723;
 3.0480056, 0.06423334;
 3.1415358, 0.10008877;
 3.3285964, 0.17179145;
 3.5156565, 0.24349959;
 3.6091866, 0.27935502;
 3.7027168, 0.31520772;
 3.8897774, 0.38691315;
 4.076838, 0.45861855;
 4.3574286, 0.56617939;
 4.5319533, 0.66004544;
 4.6897774, 0.78343731;
 4.7686892, 0.84512913;
 4.8476014, 0.90682369;
 4.9265132, 0.96851826;
 5.0843368, 1.0919101;
 5.1632495, 1.1536046;
 5.2421613, 1.2152992;
 5.4788966, 1.4003829;
 5.6367207, 1.5237747;
 5.7156334, 1.5854665;
 5.873457, 1.7088584;
 6.031281, 1.8322475;
 6.2680163, 2.0173311;
 6.4845052, 2.2217362;
 6.6003842, 2.3851552;
 6.6583233, 2.466866;
 6.7162623, 2.548574;
 6.8321404, 2.711993;
 6.8900805, 2.7937038;
 6.9480195, 2.875412;
 7.0638976, 3.0388308;
 7.1218371, 3.1205389;
 7.1797767, 3.2022469;
 7.2956553, 3.3656659;
 7.4115338, 3.5290847;
 7.4694729, 3.6107957;
 7.5274124, 3.6925037;
 7.5853515, 3.7742119;
 7.6432896, 3.8559227;
 7.6992059, 3.9349697;
 7.8606296, 4.1911421;
 7.9453468, 4.3726807;
 8.0724239, 4.6449871;
 8.1571426, 4.8265285;
 8.2418604, 5.0080647;
 8.3265781, 5.1896062;
 8.4960146, 5.5526838;
 8.5811234, 5.7340345;
 8.7135458, 6.0037827;
 8.8459682, 6.2735305;
 8.8901091, 6.3634458;
 8.9783907, 6.5432787;
 9.0666723, 6.7231145;
 9.154953, 6.902945;
 9.2873764, 7.1726942;
 9.3315163, 7.2626109;
 9.4639378, 7.5323591;
 9.5484018, 7.7138104;
 9.5823298, 7.8080568;
 9.6162577, 7.9023027;
 9.6501856, 7.9965463;
 9.7519712, 8.2792826;
 9.819828, 8.4677744;
 9.8876848, 8.6562653;
 9.9555416, 8.8447561;
 10.057327, 9.1274939;
 10.125183, 9.3159847;
 10.159111, 9.4102297;
 10.19208, 9.5048084;
 10.255429, 9.6948605;
 10.287106, 9.7898884;
 10.318781, 9.8849125;
 10.350456, 9.9799395;
 10.508834, 10.455072;
 10.667212, 10.930204;
 10.793914, 11.310311;
 10.825588, 11.405335;
 10.88894, 11.595387;
 10.999859, 11.874645;
 11.111462, 12.153652;
 11.223064, 12.432661;
 11.297466, 12.618667;
 11.371867, 12.80467;
 11.409069, 12.897673;
 11.505542, 13.181827;
 11.614413, 13.567416;
 11.641632, 13.663814;
 11.696068, 13.856609;
 11.750504, 14.049404;
 11.777722, 14.145802;
 11.859378, 14.434997;
 11.886594, 14.531394;
 11.968249, 14.820586;
 11.995468, 14.916985;
 12.022686, 15.013381;
 12.049904, 15.109779;
 12.104342, 15.302574;
 12.131559, 15.398973;
 12.185996, 15.591769;
 12.294868, 15.977359;
 12.348807, 16.170294;
 12.482469, 16.652962;
 12.562665, 16.942562;
 12.696329, 17.425232;
 12.723061, 17.521765;
 12.803256, 17.811365;
 12.856722, 18.004433;
 12.936919, 18.294035;
 12.994089, 18.485994;
 13.055146, 18.676798;
 13.085675, 18.772198;
 13.146731, 18.962999;
 13.238317, 19.249205;
 13.299375, 19.440004;
 13.329902, 19.535404;
 13.390958, 19.726208;
 13.452017, 19.917011;
 13.569698, 20.299944;
 13.677731, 20.68577;
 13.731747, 20.878685;
 13.758755, 20.975142;
 13.866786, 21.36097;
 13.94781, 21.650339;
 13.974818, 21.746796;
 14.05584, 22.036167;
 14.136865, 22.325537;
 14.190881, 22.518452;
 14.244897, 22.711367;
 14.271905, 22.807823;
 14.379936, 23.193649;
 14.406944, 23.290106;
 14.46096, 23.483021;
 14.514978, 23.675936;
 14.542804, 23.772146;
 14.573329, 23.867548;
 14.603858, 23.962948;
 14.848085, 24.726158;
 14.909142, 24.916962;
 15.000727, 25.203161;
 15.092311, 25.489365]
