[0, 0;
 0.0099999998, 0;
 0.75991875, -0.011038888;
 1.5095515, -0.034507051;
 2.2593009, -0.053894892;
 3.0090182, -0.074489474;
 3.7589107, -0.087193057;
 4.5087194, -0.10412093;
 5.2584796, -0.12308352;
 5.99473, 0.019868121;
 6.744607, 0.0062811449;
 7.493588, -0.032802962;
 8.2432375, -0.055743448;
 8.9928007, -0.081335083;
 9.741641, -0.12302186;
 10.491325, -0.14477366;
 11.039873, -0.17857215;
 11.440344, -0.17857215;
 11.740697, -0.17857215;
 11.840816, -0.17857215;
 11.940933, -0.17857215;
 12.241286, -0.17857215;
 12.441521, -0.17857215;
 12.740255, -0.21198829;
 13.48991, -0.23475403;
 14.239521, -0.25891867;
 15.344934, -0.17857215;
 15.718772, -0.14486164;
 16.045759, -0.17857215;
 16.245995, -0.17857215;
 16.346111, -0.17857215;
 16.546349, -0.17857215;
 16.846701, -0.17857215;
 17.147055, -0.17857215;
 17.447407, -0.17857215;
 17.967249, -0.2265166;
 18.643766, -0.24464543;
 18.716806, -0.25229812;
 19.46533, -0.29933554;
 20.214972, -0.32251087;
 20.957739, -0.42642003;
 21.707695, -0.43455294;
 22.457592, -0.44693917;
 23.207161, -0.47238767;
 23.627394, -0.53571498;
 23.827629, -0.53571498;
 24.2281, -0.53571498;
 24.528452, -0.53571498;
 25.029041, -0.53571498;
 25.129158, -0.53571498;
 25.329393, -0.53571498;
 25.729864, -0.53571498;
 25.829981, -0.53571498;
 26.030214, -0.53571498;
 26.530806, -0.53571498;
 26.95532, -0.58793956;
 27.431864, -0.53571498;
 27.531984, -0.53571498;
 27.632103, -0.53571498;
 27.832336, -0.53571498;
 28.232807, -0.53571498;
 28.332926, -0.53571498;
 29.033749, -0.53571498;
 29.334103, -0.53571498;
 29.834694, -0.53571498;
 30.034927, -0.53571498;
 30.135046, -0.53571498;
 30.435396, -0.53571498;
 30.535517, -0.53571498;
 30.73575, -0.53571498;
 31.23634, -0.53571498;
 31.733459, -0.59373111;
 31.832863, -0.60565752;
 32.23048, -0.65337116;
 32.329887, -0.66530031;
 32.429291, -0.6772294;
 32.727505, -0.71301669;
 33.325073, -0.77314723;
 33.802689, -1.2738955;
 34.508595, -1.5272617;
 34.775059, -1.4960514;
 35.258495, -1.5150378;
 36.006317, -1.4579118;
 36.267658, -1.4965147;
 36.755913, -1.4825708;
 37.505905, -1.4861156;
 38.255825, -1.4971164;
 39.005817, -1.494046;
 39.755787, -1.5008342;
 40.505703, -1.5119566;
 41.255554, -1.4970919;
 42.005478, -1.5077121;
 42.75441, -1.5477569;
 43.50433, -1.5586351;
 44.254257, -1.5690172;
 45.004211, -1.577179;
 45.754211, -1.5784553;
 46.503784, -1.6037834;
 47.253693, -1.6155385;
 48.00362, -1.625937;
 48.753437, -1.6094462;
 49.503433, -1.6121416;
 50.084923, -1.5845524;
 50.253433, -1.6117253;
 51.000851, -1.5495547;
 51.750618, -1.5682883;
 52.500546, -1.5786186;
 53.250313, -1.5972749;
 54.000313, -1.5980828;
 54.750275, -1.6056091;
 55.500263, -1.6096019;
 56.242432, -1.5014981;
 56.609619, -1.4930542;
 56.809219, -1.5090241;
 56.909016, -1.5170077;
 57.208412, -1.5409586;
 57.507812, -1.5649095;
 57.607609, -1.572893;
 57.907009, -1.5968467;
 58.106823, -1.6071436;
 58.206951, -1.6071436;
 58.491192, -1.575954;
 59.241142, -1.5845557;
 59.508476, -1.6071436;
 59.608604, -1.6071436;
 59.908951, -1.6071436;
 60.109177, -1.6071436;
 60.309418, -1.6071436;
 60.73999, -1.6411772;
 61.489052, -1.6786486;
 62.238213, -1.7141193;
 62.987926, -1.7348077;
 63.737236, -1.7670045;
 64.487236, -1.7668047;
 65.235909, -1.8114383;
 65.606873, -1.8013989;
 65.805687, -1.8252571;
 65.90509, -1.8371807;
 66.73526, -1.8543042;
 67.482834, -1.9145466;
 68.232773, -1.9240596;
 68.70079, -1.9642864;
 69.301498, -1.9642864;
 69.902206, -1.9642864;
 70.10244, -1.9642864;
 70.20256, -1.9642864]
