[0, 0;
 0.0099999998, 0;
 0.45147255, -0.019714527;
 0.75883079, 0.041861631;
 1.0958074, 0.093974352;
 1.5081331, 0.074204929;
 1.9491116, 0.081334084;
 2.25788, 0.093686782;
 2.8780084, 0.051669359;
 3.077445, 0.067622967;
 3.1771634, 0.075601138;
 3.5760369, 0.10751108;
 3.7555566, 0.1771349;
 4.1743469, 0.15537463;
 4.6736059, 0.17856799;
 4.7736425, 0.17857072;
 4.9737163, 0.17857072;
 5.4739013, 0.17857072;
 5.9982572, 0.33050916;
 6.7464552, 0.38246638;
 7.4948168, 0.43201259;
 8.2436132, 0.47448078;
 8.7487211, 0.49843854;
 8.9919138, 0.52493954;
 9.7394428, 0.58576751;
 10.450171, 0.82527798;
 11.199483, 0.85741049;
 11.948136, 0.90232736;
 12.696757, 0.94779104;
 13.445441, 0.99220157;
 13.920524, 0.99264348;
 14.194431, 1.0311131;
 14.943185, 1.0743383;
 15.690933, 1.1324102;
 16.439812, 1.1734097;
 17.189781, 1.180113;
 17.93885, 1.217463;
 18.687483, 1.2627366;
 19.436827, 1.2941231;
 20.185577, 1.3373859;
 20.933723, 1.3900906;
 21.435381, 1.4342546;
 21.682985, 1.4233638;
 22.207531, 1.4542954;
 22.432772, 1.4412568;
 23.180771, 1.4959905;
 23.93017, 1.5259917;
 24.678749, 1.5721488;
 25.427195, 1.6204121;
 26.175285, 1.673889;
 26.923542, 1.7249839;
 27.672867, 1.7568036;
 28.422184, 1.788794;
 29.170238, 1.8427813;
 29.919073, 1.8845632;
 30.667583, 1.9318173;
 31.41748, 1.9442633;
 32.167465, 1.9487545;
 33.060287, 1.964285;
 33.160324, 1.964285;
 33.460434, 1.964285;
 33.665768, 1.9839078;
 34.414474, 2.0279388;
 35.163292, 2.0700226;
 35.911205, 2.1259322;
 36.231403, 2.167475;
 36.659439, 2.1773703;
 37.407612, 2.2297008;
 38.155399, 2.2872741;
 38.328163, 2.3084879;
 38.526955, 2.3214278;
 38.626995, 2.3214278;
 38.727032, 2.3214278;
 39.127178, 2.3214278;
 39.652004, 2.3872757;
 40.40062, 2.4328339;
 41.148621, 2.4875715;
 41.896469, 2.5443544;
 42.644905, 2.5927615;
 43.394695, 2.6105061;
 43.806152, 2.6093912;
 44.405899, 2.6333802;
 44.89056, 2.7211974;
 45.638195, 2.7807093;
 46.386005, 2.8380017;
 47.133671, 2.8971231;
 47.881481, 2.9543734;
 48.430756, 2.9961824;
 48.629395, 3.0102866;
 49.377914, 3.0573769;
 49.502457, 3.0645828;
 50.127819, 3.0692642;
 50.876732, 3.1096077;
 51.61861, 3.2196863;
 52.071732, 3.2041271;
 52.170761, 3.2182715;
 52.66592, 3.2890096;
 53.113392, 3.339721;
 53.558872, 3.3928566;
 53.758949, 3.3928566;
 54.059055, 3.3928566;
 54.159096, 3.3928566;
 54.609215, 3.4510272;
 55.358452, 3.4848216;
 56.10585, 3.547231;
 56.853199, 3.6102285;
 57.458035, 3.6874793;
 57.600334, 3.6757295;
 57.939014, 3.6631005;
 58.137779, 3.6826563;
 58.347633, 3.7392986;
 59.094776, 3.8046887;
 59.843548, 3.8476152;
 60.590885, 3.9107597;
 61.338932, 3.964848;
 62.086731, 4.022243;
 62.833645, 4.0902138;
 63.402996, 4.107954;
 63.901588, 4.1478424;
 64.001305, 4.155818;
 64.101021, 4.1637959;
 64.499893, 4.1957059;
 64.898773, 4.2276158;
 65.3965, 4.2761526;
 65.694473, 4.3119068;
 65.992447, 4.3476644;
 66.572128, 4.3741727;
 66.985771, 4.4660044;
 67.085487, 4.4739828;
 67.584091, 4.5138707;
 67.783524, 4.5298243;
 68.481544, 4.5856662;
 69.07856, 4.6465702;
 69.277199, 4.6704068;
 69.376526, 4.6823249;
 69.873146, 4.7419186;
 69.972473, 4.7538371;
 70.295761, 4.7707205;
 71.045486, 4.7910123]
