[0, 0;
 0.0099999998, 0;
 0.75997794, -0.0057483828;
 1.5099652, -0.010120563;
 2.2599523, -0.014509637;
 3.0098801, -0.024923887;
 3.7598677, -0.029258566;
 4.5098658, -0.030992916;
 5.2598624, -0.033298649;
 6.009779, -0.044501185;
 6.7597733, -0.047485583;
 7.5097547, -0.052791122;
 8.2597456, -0.056463581;
 9.0097227, -0.062303789;
 9.7596264, -0.07429307;
 10.509615, -0.078380577;
 11.259608, -0.081449047;
 12.009598, -0.085470244;
 12.759567, -0.092185065;
 13.509544, -0.098006114;
 14.259539, -0.10080496;
 15.009536, -0.10287725;
 15.754848, -0.18660358;
 15.981801, -0.17857215;
 16.08189, -0.17857215;
 16.382151, -0.17857215;
 16.682413, -0.17857215;
 16.882587, -0.17857215;
 16.982674, -0.17857215;
 17.082762, -0.17857215;
 17.18285, -0.17857215;
 17.48311, -0.17857215;
 17.583199, -0.17857215;
 18.383896, -0.17857215;
 18.584072, -0.17857215;
 18.884333, -0.17856942;
 19.184595, -0.17857215;
 19.284681, -0.17857215;
 19.384771, -0.17857215;
 19.785118, -0.17857215;
 19.885208, -0.17857215;
 19.985292, -0.17857215;
 20.585817, -0.17857215;
 20.886082, -0.17857215;
 21.186342, -0.17857215;
 21.386517, -0.17857215;
 21.486605, -0.17857215;
 21.686777, -0.17857215;
 21.98704, -0.17857215;
 22.287302, -0.17857215;
 22.387388, -0.17857215;
 22.687651, -0.17857487;
 22.887825, -0.17857215;
 22.987911, -0.17857215;
 23.188087, -0.17857215;
 23.588438, -0.17857215;
 23.688524, -0.17857215;
 23.8887, -0.17857215;
 24.088873, -0.17857215;
 24.289049, -0.17857215;
 24.58931, -0.17857215;
 24.789484, -0.17857215;
 24.88957, -0.17857215;
 25.089746, -0.17857215;
 25.390009, -0.17857215;
 25.590183, -0.17857215;
 25.790359, -0.17857215;
 25.89045, -0.17857215;
 25.990536, -0.17857215;
 26.190706, -0.17857215;
 26.390882, -0.17857215;
 26.490969, -0.17857215;
 26.591057, -0.17857215;
 26.791233, -0.17857215;
 26.891319, -0.17857215;
 27.29167, -0.17857215;
 27.491842, -0.17857215;
 27.792109, -0.17857215;
 27.892195, -0.17857215;
 27.992279, -0.17857215;
 28.494808, -0.16515535;
 28.893066, -0.17857215;
 28.993153, -0.17857215;
 29.093237, -0.17857215;
 29.293415, -0.17857215;
 29.493589, -0.17857487;
 29.693762, -0.17857215;
 29.893938, -0.17857215;
 30.194202, -0.17857215;
 30.394375, -0.17857215;
 30.494461, -0.17857215;
 30.694635, -0.17857215;
 30.794725, -0.17857215;
 31.094986, -0.17857215;
 31.195072, -0.17857215;
 31.395248, -0.17856942;
 31.695509, -0.17857215;
 31.795597, -0.17857215;
 32.095856, -0.17857215;
 32.396122, -0.17857215;
 32.596294, -0.17857215;
 32.796471, -0.17857215;
 32.896557, -0.17857215;
 33.196819, -0.17857215;
 33.296906, -0.17857215;
 33.396996, -0.17857215;
 33.797348, -0.17857215;
 33.897427, -0.17857215;
 34.197689, -0.17857215;
 34.397869, -0.17857215;
 34.698128, -0.17857215;
 34.798218, -0.17857215;
 34.8983, -0.17857215;
 35.09848, -0.17857215;
 35.398739, -0.17857215;
 35.899178, -0.17857215;
 36.09935, -0.17857215;
 36.199436, -0.17857215;
 36.599789, -0.17857215;
 36.900051, -0.17857215;
 37.200306, -0.17857215;
 37.494446, -0.1755909;
 37.800835, -0.17857215;
 37.900925, -0.17857215;
 38.101097, -0.17857215;
 38.40136, -0.17857215;
 38.501446, -0.17857215;
 38.601532, -0.17857487;
 38.994038, -0.20792362;
 39.302147, -0.17857215;
 39.502319, -0.17857215;
 40.002758, -0.17857215;
 40.102844, -0.17857215;
 40.493889, -0.21628186;
 40.903545, -0.17857215;
 41.003628, -0.17857215;
 41.103714, -0.17857215;
 41.704239, -0.17857215;
 41.804325, -0.17857215;
 42.204674, -0.17857215;
 42.605026, -0.17857215;
 43.305634, -0.17857215]
