[0, 0;
 0.0099999998, 0;
 0.75975406, -0.019205358;
 1.5097218, -0.026165275;
 2.259526, -0.043297209;
 3.0093594, -0.05910182;
 3.759203, -0.074420586;
 4.5082588, -0.11203666;
 5.2580843, -0.12820975;
 5.6329823, -0.17857215;
 5.8331928, -0.17857215;
 5.9332972, -0.17857215;
 6.1335073, -0.17857215;
 6.3337178, -0.17857215;
 6.4338222, -0.17857215;
 6.5339279, -0.17857215;
 6.9343472, -0.17857215;
 7.1345577, -0.17857215;
 7.3347678, -0.17857215;
 7.4348731, -0.17857215;
 7.7351871, -0.17857215;
 7.9353991, -0.17857215;
 8.0355034, -0.17857215;
 8.2563152, -0.21708545;
 9.0062246, -0.22877176;
 9.7561216, -0.24119733;
 10.505774, -0.26403889;
 11.255565, -0.28172824;
 12.005469, -0.29369026;
 12.752446, -0.36096174;
 13.502363, -0.37212977;
 14.252329, -0.37929106;
 15.002268, -0.38889545;
 15.751777, -0.41602108;
 16.501673, -0.42845371;
 17.119678, -0.53571498;
 17.419994, -0.53571498;
 17.520098, -0.53571498;
 17.620205, -0.53571498;
 17.720308, -0.53571498;
 17.820415, -0.53571498;
 18.120729, -0.53571498;
 18.220835, -0.53571498;
 18.421043, -0.53571498;
 18.521149, -0.53571498;
 18.621254, -0.53571498;
 18.821465, -0.53571498;
 19.12178, -0.53571498;
 19.422094, -0.53571498;
 19.622305, -0.53571498;
 19.822515, -0.53571498;
 20.022726, -0.53571498;
 20.32304, -0.53571498;
 20.423145, -0.53571498;
 20.623354, -0.53571498;
 20.823566, -0.53571773;
 21.12388, -0.53571498;
 21.324091, -0.53571498;
 21.5243, -0.53571498;
 21.624405, -0.53571498;
 22.024826, -0.53571498;
 22.124929, -0.53571498;
 22.825665, -0.53571498;
 23.125982, -0.53571498;
 23.326191, -0.53571498;
 23.426294, -0.53571498;
 23.5264, -0.53571498;
 23.72661, -0.53571498;
 23.926821, -0.53571498;
 24.127029, -0.5357123;
 24.427347, -0.53571498;
 24.527449, -0.53571498;
 24.92787, -0.53571498;
 25.128082, -0.53571498;
 25.328291, -0.53571498;
 25.628605, -0.53571498;
 25.828817, -0.53571498;
 25.928917, -0.53571498;
 26.029026, -0.53571498;
 26.129131, -0.53571498;
 26.429447, -0.53571498;
 26.629656, -0.53571498;
 27.130182, -0.53571498;
 27.230286, -0.53571498;
 27.330391, -0.53571498;
 27.430496, -0.53571498;
 27.850132, -0.53029543;
 28.231335, -0.53571498;
 28.331442, -0.53571498;
 28.631756, -0.53571498;
 28.731861, -0.53571498;
 29.642668, -0.61358386;
 29.992004, -0.65360671;
 30.742004, -0.65302914;
 31.491913, -0.66480505;
 32.241562, -0.68774879;
 32.991505, -0.69711238;
 33.741302, -0.7145465;
 34.116135, -0.75179857;
 34.490818, -0.74146795;
 35.240761, -0.75083196;
 35.990734, -0.75706804;
 36.74057, -0.77271682;
 37.490032, -0.80114162;
 38.239803, -0.81962919;
 38.989674, -0.83367747;
 39.739471, -0.85116553;
 40.108471, -0.89285791;
 40.489273, -0.86848325;
 40.709099, -0.89285791;
 40.909309, -0.89285791;
 41.239262, -0.87281102]
