[0, 0;
 0.0099999998, 0;
 0.75843763, -0.048384316;
 1.5072014, -0.0053417757;
 2.2553835, 0.04684718;
 3.0053823, 0.048147004;
 3.7528448, 0.10978934;
 3.8908772, 0.10689256;
 4.5022426, 0.13983911;
 4.8870707, 0.17857072;
 4.9871359, 0.17857072;
 5.0872016, 0.17857072;
 5.3873982, 0.17857072;
 5.5875287, 0.17857072;
 5.6875944, 0.17857072;
 5.7876601, 0.17857072;
 6.0878572, 0.17857072;
 6.2879877, 0.17857072;
 6.3880539, 0.17857072;
 6.4881182, 0.17857072;
 6.7499642, 0.22287436;
 7.4989405, 0.26204783;
 8.2478275, 0.30289304]
