[0, 0;
 0.0099999998, 0;
 0.75995803, 0.0079359859;
 1.2653465, 0.05502357;
 1.5099301, 0.014410354;
 2.2599182, 0.018637547;
 3.0097842, 0.032819003;
 3.7596524, 0.046881519;
 4.5094976, 0.062115245;
 5.2594318, 0.0720594;
 6.0094109, 0.06647598;
 6.7593269, 0.077682391;
 7.4256225, 0.056552172;
 7.5090837, 0.05858767;
 8.2590055, 0.069424756;
 9.0089455, 0.078944743;
 9.2642164, 0.14222755;
 9.5155039, 0.17857072;
 9.6155977, 0.17857072;
 10.015971, 0.17857072;
 10.116065, 0.17857072;
 10.508619, 0.11024225;
 11.258022, 0.080312997;
 12.006979, 0.11985989;
 12.418216, 0.17857072;
 12.51831, 0.17857072;
 12.618403, 0.17857072;
 13.118871, 0.17857072;
 13.506849, 0.13908654;
 13.819526, 0.17857072;
 14.019713, 0.17857072;
 14.119806, 0.17857072;
 14.420088, 0.17857072;
 14.520181, 0.17857072;
 14.620275, 0.17857072;
 14.820461, 0.17857072;
 15.374443, 0.11322768;
 15.75019, 0.15054537;
 16.121677, 0.17857072;
 16.421957, 0.17857072;
 16.622145, 0.17857072;
 16.722239, 0.17857072;
 16.822332, 0.17857072;
 17.022518, 0.17857072;
 17.122612, 0.17857072;
 17.522987, 0.17857072;
 17.623079, 0.17857072;
 17.923361, 0.17857072;
 18.123549, 0.17857072;
 18.423828, 0.17857072;
 18.523922, 0.17857072;
 18.624014, 0.17857072;
 18.824202, 0.17857072;
 19.024389, 0.17857072;
 19.124481, 0.17857072;
 19.224577, 0.17857072;
 19.324671, 0.17857072;
 19.424763, 0.17857072;
 19.725044, 0.17857072;
 19.925232, 0.17857072;
 20.125418, 0.17857072;
 20.325605, 0.17857072;
 20.525793, 0.17857072;
 20.725981, 0.17857072;
 20.926168, 0.17857072;
 21.126352, 0.17857072;
 21.226448, 0.17857072;
 21.426634, 0.17857072;
 21.526728, 0.17857072;
 21.626822, 0.17857072;
 21.927101, 0.17857072;
 22.027195, 0.17857072;
 22.127289, 0.17857072;
 22.227383, 0.17857072;
 22.427568, 0.17857344;
 22.72785, 0.17857072;
 22.928038, 0.17857072;
 23.428503, 0.17857072;
 23.528599, 0.17857072;
 23.828878, 0.17857072;
 24.12916, 0.17857072;
 24.229252, 0.17857072;
 24.329348, 0.17857072;
 24.529533, 0.17857072;
 25.130095, 0.17857072;
 25.230188, 0.17857072;
 25.330282, 0.17857072;
 25.430374, 0.17857072;
 25.630562, 0.17857072;
 25.83075, 0.17857072;
 26.030933, 0.17857072;
 26.331215, 0.17857072;
 26.531403, 0.17857072;
 27.131964, 0.17857072;
 27.432245, 0.17857072;
 27.532339, 0.17857072;
 27.632433, 0.17857072;
 28.1329, 0.17857072;
 28.232994, 0.17857072]
