[0, 0;
 0.683532, 1.2692015;
 1.3762782, 1.5566084;
 2.0704463, 1.272653;
 2.571867, 1.1073351;
 3.286972, 0.88122737;
 4.0187883, 0.71707833;
 4.7231522, 0.45945221;
 5.4477248, 0.26581806;
 6.1671338, 0.05380252;
 6.8818083, -0.17366289;
 7.5871086, -0.42871439;
 8.2886639, -0.69389427;
 8.988802, -0.96279442;
 9.6931162, -1.2205559;
 10.394536, -1.486093;
 11.11962, -1.6778042;
 11.785404, -2.0231042;
 12.442523, -2.3846221;
 13.147425, -2.6407735;
 13.869821, -2.8423786;
 14.588288, -3.0575614;
 15.310376, -3.2602646;
 16.020199, -3.502444;
 16.748846, -3.680131;
 17.47831, -3.8544354;
 18.198227, -4.0647216;
 18.923374, -4.2561903;
 19.652647, -4.4312935;
 20.376226, -4.6286082;
 21.109856, -4.7844515;
 21.738712, -5.1931558;
 22.455988, -5.4122815;
 23.182993, -5.5965738;
 23.914097, -5.763864;
 24.648846, -5.9143414;
 25.371771, -6.1140399;
 26.094721, -6.3136444;
 26.823503, -6.4907756;
 27.546406, -6.6905537;
 28.180265, -7.0914545;
 28.885883, -7.3456249;
 29.618328, -7.5069427;
 30.348398, -7.6786928;
 31.07844, -7.8505645;
 31.808695, -8.0215282;
 32.502369, -8.3066883;
 33.235363, -8.4655018;
 33.960773, -8.6559801;
 34.691437, -8.8251905;
 35.422352, -8.9933004;
 36.151733, -9.1679516;
 36.875984, -9.3627863;
 37.587818, -9.5989876;
 38.3134, -9.7888012;
 39.038425, -9.9807348;
 39.770576, -10.143377;
 40.502438, -10.307333;
 41.226414, -10.503193;
 41.958454, -10.666342;
 42.695198, -10.80672;
 43.416485, -11.01226;
 44.144043, -11.194364;
 44.875748, -11.359007;
 45.610542, -11.509263]
