[0, 0;
 0.0099999998, 0;
 0.75993717, 0.0097056767;
 1.5065783, -0.061195508;
 1.8922678, -0.17758033;
 2.4509399, -0.24065362;
 2.8426445, -0.17857215;
 2.9426491, -0.17857215;
 3.0426538, -0.17857215;
 3.2426627, -0.17857215;
 3.5426764, -0.17857215;
 4.1427035, -0.17857215;
 4.442718, -0.17857215;
 4.5427222, -0.17857215;
 4.6427274, -0.17857215;
 4.8427358, -0.17857215;
 4.94274, -0.17857215;
 5.0427446, -0.17857215;
 5.542768, -0.17857215;
 6.0061536, -0.0048235226;
 6.7560992, 0.0042090258;
 7.2235656, 0.016140904;
 7.5059805, 0.0175649;
 8.2558651, 0.0044340091;
 9.003355, 0.065740235;
 9.7533302, 0.07178244;
 10.502779, 0.043030404;
 11.252763, 0.047987688;
 12.002699, 0.057785142;
 12.75261, 0.06932921;
 13.502527, 0.080499113;
 14.252514, 0.084901869;
 15.002449, 0.09479937;
 15.507862, 0.17857072;
 15.607867, 0.17857072;
 15.907879, 0.17857072;
 16.007881, 0.17857072;
 16.107887, 0.17857072;
 16.407902, 0.17857072;
 16.80792, 0.17857072;
 17.252232, 0.12343863;
 17.573786, 0.14528748;
 17.90797, 0.17857072;
 18.107981, 0.17857072;
 18.307989, 0.17857072;
 18.608002, 0.17857072;
 19.108023, 0.17857072;
 19.208029, 0.17857072;
 19.308037, 0.17857072;
 19.708052, 0.17857072;
 20.10807, 0.17857072;
 20.408085, 0.17857072;
 20.508089, 0.17857072;
 20.608093, 0.17857072;
 20.808104, 0.17857072;
 20.908106, 0.17857072;
 21.308126, 0.17857072;
 21.508133, 0.17857072;
 21.749584, 0.15408468;
 22.108162, 0.17857072;
 22.208166, 0.17857072;
 22.308172, 0.17857072;
 22.408175, 0.17857072;
 22.608185, 0.17857072;
 22.708191, 0.17857072;
 22.808193, 0.17857072;
 23.008204, 0.17857072;
 23.308218, 0.17857072;
 23.40822, 0.17857072;
 23.508224, 0.17857072;
 23.708235, 0.17857072;
 23.808241, 0.17857072;
 24.108255, 0.17857072;
 24.308262, 0.17857072;
 24.408268, 0.17857072;
 24.608278, 0.17857072;
 24.908289, 0.17857072;
 25.008295, 0.17857072;
 25.108299, 0.17857072;
 25.208305, 0.17857072;
 25.408312, 0.17857072;
 25.608322, 0.17857072;
 25.908335, 0.17857072;
 26.008339, 0.17857072;
 26.40836, 0.17857072;
 26.508364, 0.17857072;
 26.708372, 0.17857072;
 26.908382, 0.17857072;
 27.108393, 0.17857072;
 27.308399, 0.17857072;
 27.747963, 0.1747297;
 28.008432, 0.17857072;
 28.208441, 0.17857072;
 28.608459, 0.17857072;
 28.708464, 0.17857072;
 28.908474, 0.17857072;
 29.008476, 0.17857072;
 29.508505, 0.17857072;
 29.997448, 0.22190154]
