[0, 0;
 0.0099999998, 0;
 0.75968099, -0.021872208;
 1.5095006, -0.03832018;
 2.2594953, -0.041189391;
 3.0094573, -0.048730157;
 3.7592728, -0.065368153;
 4.5089397, -0.087724127;
 5.2588782, -0.097337179;
 6.0088758, -0.099278256;
 6.3556752, -0.084806889;
 6.7588243, -0.10808247;
 7.5088196, -0.11068621;
 8.2587805, -0.10302992;
 9.0086689, -0.11594459;
 9.7586126, -0.10679466;
 10.508581, -0.11361577;
 11.258538, -0.1216285;
 12.008521, -0.12671593;
 12.758519, -0.12842435;
 13.508473, -0.13668808;
 14.145698, -0.17857215;
 14.345966, -0.17857215;
 14.646371, -0.17857215;
 14.846642, -0.17857215;
 15.147046, -0.17857215;
 15.447451, -0.17857215;
 15.547584, -0.17857215;
 15.647719, -0.17857215;
 15.84799, -0.17857215;
 16.04826, -0.17857215;
 16.749203, -0.17857215;
 16.849339, -0.17857215;
 17.049606, -0.17857215;
 17.550283, -0.17857215;
 17.650417, -0.17857215;
 18.00675, -0.19990948;
 18.756716, -0.20712486;
 19.506681, -0.21425815;
 20.256649, -0.22122952;
 21.00658, -0.23143673;
 21.756546, -0.23857203;
 22.506529, -0.23357855;
 23.256523, -0.23091438;
 24.006445, -0.24168392;
 24.756365, -0.25260964;
 25.506334, -0.25932583;
 26.256241, -0.27112404;
 27.006187, -0.28007528;
 27.40365, -0.26301318;
 27.755976, -0.26222083;
 28.505959, -0.25703818;
 29.255854, -0.26954666;
 30.005589, -0.24957275;
 30.755539, -0.25816819;
 31.505293, -0.27739021;
 32.25523, -0.28698868;
 33.005108, -0.30058628;
 33.755028, -0.31163469;
 34.504978, -0.32028219;
 35.254936, -0.32810774;
 36.004929, -0.32471639;
 36.754868, -0.33431616;
 37.504742, -0.34815332;
 38.254654, -0.35969207;
 38.606491, -0.352615;
 39.004513, -0.3743166;
 39.754425, -0.38568634;
 40.504395, -0.39247549;
 41.25436, -0.39963651;
 42.004204, -0.41485706;
 42.754116, -0.42634547;
 43.503437, -0.45822799;
 44.253407, -0.46514577;
 45.003258, -0.48012111;
 45.753178, -0.4909564;
 45.966274, -0.48065531;
 46.180466, -0.47690329;
 46.380585, -0.48476702;
 46.680752, -0.49655986;
 46.780811, -0.500489;
 46.880863, -0.50441813;
 46.980923, -0.50835001;
 47.253056, -0.50771081;
 47.481354, -0.52210742;
 47.581482, -0.52287585;
 47.781754, -0.52440715;
 48.282406, -0.52823818;
 48.752895, -0.49491954;
 49.502811, -0.50621951;
 49.884541, -0.53503656;
 49.984676, -0.53509921;
 50.485352, -0.53541803;
 50.885887, -0.53567684;
 51.186295, -0.53568506;
 51.286427, -0.53568774;
 51.752399, -0.54505557;
 52.087505, -0.53570414;
 52.502205, -0.56208682;
 53.251888, -0.54024202;
 53.389263, -0.53572589;
 53.489399, -0.53572589;
 53.589527, -0.53572589;
 53.889935, -0.53573138;
 54.290466, -0.53573412;
 54.751705, -0.55869251;
 55.501537, -0.5745005;
 56.251396, -0.58896613;
 57.000664, -0.62213463;
 57.749893, -0.65612143;
 58.497196, -0.59256464;
 58.796204, -0.5671345;
 59.096485, -0.57579112;
 59.496853, -0.58733332;
 59.797142, -0.59599268;
 60.096748, -0.61750484;
 60.496147, -0.64769548;
 60.596001, -0.65524584;
 60.7957, -0.67034113;
 60.89555, -0.67788881;
 61.294949, -0.7080794;
 61.794338, -0.74378771;
 61.89426, -0.75025362;
 62.393894, -0.78257495;
 62.49382, -0.78903818;
 62.593746, -0.79550135;
 62.793598, -0.80842775;
 63.293228, -0.84075183;
 63.732349, -0.89027357;
 64.473343, -1.0061622;
 65.22316, -0.98959273;
 65.973015, -0.97480041;
 66.7136, -1.0932662;
 67.461357, -1.0353377;
 68.210342, -0.99639714;
 68.958862, -0.94924611;
 69.40081, -0.89284968;
 69.500938, -0.892847;
 69.601074, -0.89284968;
 70.201889, -0.89285517]
