[0, 0;
 0.0099999998, 0;
 0.75999296, 0.0032507405;
 1.5093386, 0.034575403;
 2.2592325, 0.021955743;
 3.0091858, 0.030323254;
 3.7591839, 0.032022983;
 4.5091729, 0.036102109;
 5.2591615, 0.040224802;
 6.0091329, 0.046775259;
 6.7591228, 0.050637186;
 7.1447396, 0.055012669;
 7.5090694, 0.059572432;
 8.2590389, 0.066287965;
 9.0089722, 0.076268002;
 9.7589378, 0.069067456;
 10.508933, 0.071637928;
 11.258931, 0.073156536;
 11.898661, 0.059034452;
 12.008927, 0.075670317;
 12.758921, 0.07250616;
 13.508911, 0.076359086;
 14.258906, 0.079087123;
 15.008904, 0.080623597;
 15.395675, 0.17857072;
 15.795879, 0.17857072;
 15.895931, 0.17857072;
 16.096033, 0.17857072;
 16.196085, 0.17857072;
 16.496237, 0.17857072;
 16.696341, 0.17857072;
 16.996492, 0.17857072;
 17.258867, 0.090699919;
 17.696852, 0.17857072;
 17.796904, 0.17857072;
 18.597309, 0.17857072;
 18.797411, 0.17857072;
 19.297668, 0.17857072;
 19.39772, 0.17857072;
 19.597822, 0.17857072;
 19.697872, 0.17857072;
 20.098076, 0.17857072;
 20.198128, 0.17857072;
 20.498281, 0.17857072;
 20.898487, 0.17857072;
 21.198639, 0.17857072;
 21.398741, 0.17857072;
 21.758291, 0.089189753;
 22.508272, 0.094532371;
 23.25827, 0.096396662;
 23.699917, 0.17857072;
 23.900017, 0.17857072;
 24.200171, 0.17857072;
 24.800476, 0.17857072;
 25.10063, 0.17857072;
 25.400784, 0.17857072;
 25.700935, 0.17857072;
 25.901037, 0.17857072;
 26.301243, 0.17857072;
 26.401295, 0.17857072;
 26.601397, 0.17857072;
 26.801497, 0.17857072;
 26.901548, 0.17857072;
 27.201702, 0.17857072;
 27.50186, 0.17857072;
 27.601908, 0.17857072;
 28.102161, 0.17857072;
 28.402315, 0.17857072;
 28.802519, 0.17857072;
 29.102673, 0.17857072;
 29.652563, 0.17552465;
 29.803032, 0.17857072;
 30.003132, 0.17857072;
 30.203234, 0.17857072;
 30.402563, 0.17564578;
 30.903593, 0.17857072;
 31.003643, 0.17857072;
 31.303793, 0.17857072;
 31.403847, 0.17857072;
 31.503897, 0.17857072;
 31.603951, 0.17857072;
 31.804052, 0.17857072;
 32.204254, 0.17857072;
 32.404358, 0.17857072;
 32.652534, 0.18245213;
 33.004662, 0.17857072;
 33.104713, 0.17857072;
 33.304813, 0.17857072;
 33.705021, 0.17857072;
 34.005177, 0.17857072;
 34.305328, 0.17857072;
 34.505432, 0.17857072;
 34.805588, 0.17857072;
 35.10574, 0.17857072;
 35.405891, 0.17857072;
 35.906147, 0.17857072;
 36.206303, 0.17857072;
 36.306351, 0.17857072;
 36.606503, 0.17857072;
 36.706554, 0.17857072;
 36.806602, 0.17857072;
 37.152153, 0.1982899;
 37.707069, 0.17857072;
 37.807117, 0.17857072;
 38.107269, 0.17857072;
 38.407425, 0.17857072;
 38.807625, 0.17857072;
 39.207832, 0.17857072;
 39.307884, 0.17857072;
 39.608036, 0.17857072;
 39.708088, 0.17857072;
 39.80814, 0.17857072;
 40.00824, 0.17857072;
 40.308399, 0.17857072;
 40.902096, 0.20627457;
 41.652096, 0.20551957;
 42.10931, 0.17857072;
 42.509518, 0.17857072;
 42.809669, 0.17857072;
 43.152092, 0.20306224;
 43.610081, 0.17857072;
 43.810181, 0.17857072;
 44.010284, 0.17857072;
 44.210384, 0.17857072;
 44.310436, 0.17857072;
 44.810696, 0.17857072;
 44.910744, 0.17857072;
 45.400574, 0.26671079;
 46.150562, 0.26282668;
 46.900543, 0.2573159;
 47.31197, 0.17857072;
 47.512074, 0.17857072;
 48.112381, 0.17857072;
 48.412533, 0.17857072;
 48.612633, 0.17857072;
 49.012001, 0.18772987;
 49.312992, 0.17857072;
 49.413044, 0.17857072;
 49.613148, 0.17857072;
 49.9133, 0.17857072;
 50.213451, 0.17857072;
 50.613655, 0.17857072;
 50.913807, 0.17857072;
 51.314011, 0.17857072;
 51.61417, 0.17857072;
 51.714218, 0.17857072;
 52.012001, 0.18471688;
 52.61467, 0.17857072;
 52.914829, 0.17857072;
 53.315033, 0.17857072;
 53.615189, 0.17857072;
 53.91534, 0.17857072;
 54.115444, 0.17857072;
 55.115952, 0.17857072;
 55.416107, 0.17857072;
 56.016411, 0.17857072;
 56.500935, 0.13014171;
 57.116974, 0.17857072;
 57.317078, 0.17857072;
 57.41713, 0.17857072;
 57.617233, 0.17857072;
 57.817337, 0.17857072;
 58.217537, 0.17857072;
 58.517685, 0.17857072;
 58.617741, 0.17857072;
 58.817844, 0.17857072;
 58.917896, 0.17857072;
 59.017944, 0.17857072;
 59.218048, 0.17857072;
 59.500042, 0.18495327;
 59.818356, 0.17857072;
 59.918411, 0.17857072;
 60.818863, 0.17857072;
 60.987053, 0.13447784;
 61.729568, 0.028781086;
 62.225628, 0.0017322473;
 62.479279, 0.04960604;
 63.222332, 0.15145122;
 63.520248, 0.17857072;
 63.8204, 0.17857072;
 64.220604, 0.17857072;
 64.620804, 0.17857072;
 65.117241, 0.17587046;
 65.321167, 0.17857072;
 65.721359, 0.17857072;
 65.821411, 0.17857072;
 65.921471, 0.17857072;
 66.218643, 0.25986618;
 66.968246, 0.23553182;
 67.247009, 0.24119443;
 67.718185, 0.24483685;
 68.465797, 0.3046211;
 69.215668, 0.29075423;
 69.564293, 0.25902539;
 69.820045, 0.26417252;
 69.919777, 0.27215341;
 70.019508, 0.28013158;
 70.312454, 0.31153134]
