[0, 0;
 0.0099999998, 0;
 0.75995499, 0.0082173441;
 1.3629549, 0.041050877;
 1.5098855, 0.018417904;
 2.2597761, 0.031230284;
 2.8783216, 0.048816513;
 3.2778227, 0.07502348;
 3.3776979, 0.081579313;
 3.8770738, 0.11433394;
 4.1766992, 0.13399053;
 4.2765741, 0.14054364;
 4.7765913, 0.15710215;
 5.2594795, 0.072309807;
 6.0093951, 0.083570093;
 6.3481345, 0.10121683;
 6.7593398, 0.092683494;
 7.5093346, 0.095483586;
 8.2592936, 0.10332701;
 9.1804085, 0.17857072;
 9.2804976, 0.17857072;
 9.3805876, 0.17857072;
 9.4806767, 0.17857072;
 9.5807667, 0.17857072;
 9.757575, 0.15437961;
 10.081215, 0.17857072;
 10.181306, 0.17857072;
 10.381485, 0.17857072;
 10.581665, 0.17857072;
 10.681755, 0.17857072;
 10.982024, 0.17857072;
 11.082115, 0.17857072;
 11.182204, 0.17857072;
 11.282294, 0.17857072;
 11.382384, 0.17857072;
 11.482473, 0.17857072;
 11.631877, 0.18789925;
 11.882833, 0.17857072;
 11.982923, 0.17857072;
 12.083013, 0.17857072;
 12.381805, 0.19823183;
 13.131732, 0.18772067;
 13.38418, 0.17857072;
 13.484271, 0.17857072;
 13.68445, 0.17857072;
 13.98472, 0.17857072;
 14.1849, 0.17857072;
 14.284989, 0.17857072;
 14.385079, 0.17857072]
